issn_l,earliest_year,pub_type,n,oa_articles
2520-8136,2020,all,25,8
2520-8136,2021,core,25,3
2520-8136,2021,all,25,3
2520-8136,2022,core,43,13
2520-8136,2022,all,46,14
2520-8136,2023,core,33,14
2520-8136,2023,all,35,15
2520-8160,2019,core,25,0
2520-8160,2019,all,27,0
2520-8160,2020,core,22,0
2520-8160,2020,all,22,0
2520-8160,2021,core,21,2
2520-8160,2021,all,21,2
2520-8160,2022,core,28,0
2520-8160,2022,all,28,0
2520-8160,2023,core,200,5
2520-8160,2023,all,201,5
2520-8195,2019,core,20,1
2520-8195,2019,all,20,1
2520-8195,2020,core,11,0
2520-8195,2020,all,12,0
2520-8195,2021,core,18,2
2520-8195,2021,all,18,2
2520-8195,2022,core,19,1
2520-8195,2022,all,19,1
2520-8195,2023,core,22,2
2520-8195,2023,all,22,2
2520-8411,2022,core,19,3
2520-8411,2022,all,21,3
2520-8411,2023,core,24,4
2520-8411,2023,all,25,4
2520-8756,2019,core,10,2
2520-8756,2019,all,10,2
2520-8756,2020,core,7,4
2520-8756,2020,all,7,4
2520-8756,2021,core,26,8
2520-8756,2021,all,28,9
2520-8756,2022,core,35,10
2520-8756,2022,all,42,15
2520-8756,2023,core,49,14
2520-8756,2023,all,51,15
2520-8969,2019,core,44,0
2520-8969,2019,all,54,0
2520-8969,2020,core,36,5
2520-8969,2020,all,42,5
2520-8969,2021,core,29,2
2520-8969,2021,all,36,2
2520-8969,2022,core,39,6
2520-8969,2022,all,44,6
2520-8969,2023,core,30,4
2520-8969,2023,all,37,6
2520-8985,2019,core,14,0
2520-8985,2019,all,16,0
2520-8985,2020,core,25,6
2520-8985,2020,all,28,7
2520-8985,2021,core,28,8
2520-8985,2021,all,30,8
2520-8985,2022,core,18,2
2520-8985,2022,all,18,2
2520-8985,2023,core,21,1
2520-8985,2023,all,23,1
2522-008X,2019,core,25,1
2522-008X,2019,all,27,1
2522-008X,2020,core,25,2
2522-008X,2020,all,26,2
2522-008X,2021,core,24,5
2522-008X,2021,all,25,6
2522-008X,2022,core,26,14
2522-008X,2022,all,29,15
2522-008X,2023,core,29,7
2522-008X,2023,all,31,7
2522-0128,2019,core,63,0
2522-0128,2019,all,63,0
2522-0128,2020,core,54,2
2522-0128,2020,all,54,2
2522-0128,2021,core,127,1
2522-0128,2021,all,129,1
2522-0128,2022,core,248,7
2522-0128,2022,all,248,7
2522-0128,2023,core,227,17
2522-0128,2023,all,230,18
2522-0691,2019,core,17,4
2522-0691,2019,all,24,4
2522-0691,2020,core,17,4
2522-0691,2020,all,29,10
2522-0691,2021,core,23,9
2522-0691,2021,all,36,11
2522-0691,2022,core,19,3
2522-0691,2022,all,24,3
2522-0691,2023,core,23,12
2522-0691,2023,all,32,13
2522-0861,2019,core,38,6
2522-0861,2019,all,38,6
2522-0861,2020,core,28,10
2522-0861,2020,all,29,10
2522-0861,2021,core,28,12
2522-0861,2021,all,29,12
2522-0861,2022,core,30,19
2522-0861,2022,all,31,20
2522-0861,2023,core,46,32
2522-0861,2023,all,46,32
2522-0926,2019,core,15,0
2522-0926,2019,all,16,0
2522-0926,2020,core,28,1
2522-0926,2020,all,34,1
2522-0926,2021,core,18,2
2522-0926,2021,all,19,2
2522-0926,2022,core,9,1
2522-0926,2022,all,9,1
2522-0926,2023,core,18,3
2522-0926,2023,all,22,3
2522-5731,2019,core,39,8
2522-5731,2019,all,41,8
2522-5731,2020,core,73,13
2522-5731,2020,all,79,14
2522-5731,2021,core,121,35
2522-5731,2021,all,127,37
2522-5731,2022,core,137,15
2522-5731,2022,all,142,16
2522-5731,2023,core,199,21
2522-5731,2023,all,204,22
2522-5758,2019,core,64,1
2522-5758,2019,all,65,1
2522-5758,2020,core,96,5
2522-5758,2020,all,99,5
2522-5758,2021,core,90,4
2522-5758,2021,all,90,4
2522-5758,2022,core,177,0
2522-5758,2022,all,183,0
2522-5758,2023,core,353,8
2522-5758,2023,all,364,9
2522-5790,2019,core,32,5
2522-5790,2019,all,33,5
2522-5790,2020,core,36,1
2522-5790,2020,all,37,1
2522-5790,2021,core,52,11
2522-5790,2021,all,54,11
2522-5790,2022,core,99,33
2522-5790,2022,all,100,33
2522-5790,2023,core,124,34
2522-5790,2023,all,127,34
2522-5812,2019,core,90,0
2522-5812,2019,all,151,0
2522-5812,2020,core,119,4
2522-5812,2020,all,167,5
2522-5812,2021,core,133,10
2522-5812,2021,all,184,11
2522-5812,2022,core,145,34
2522-5812,2022,all,201,36
2522-5812,2023,core,152,50
2522-5812,2023,all,231,56
2522-5839,2019,core,35,0
2522-5839,2019,all,71,0
2522-5839,2020,core,77,1
2522-5839,2020,all,123,2
2522-5839,2021,core,111,12
2522-5839,2021,all,163,15
2522-5839,2022,core,114,19
2522-5839,2022,all,161,21
2522-5839,2023,core,127,42
2522-5839,2023,all,178,43
2522-8765,2019,core,32,11
2522-8765,2019,all,32,11
2522-8765,2020,core,34,11
2522-8765,2020,all,39,11
2522-8765,2021,core,35,19
2522-8765,2021,all,37,19
2522-8765,2022,core,34,12
2522-8765,2022,all,37,12
2522-8765,2023,core,46,15
2522-8765,2023,all,49,15
2522-896X,2019,core,11,0
2522-896X,2019,all,12,0
2522-896X,2020,core,19,6
2522-896X,2020,all,19,6
2522-896X,2021,core,17,6
2522-896X,2021,all,17,6
2522-896X,2022,core,20,2
2522-896X,2022,all,20,2
2522-896X,2023,core,36,9
2522-896X,2023,all,37,9
2523-3521,2019,core,182,0
2523-3521,2019,all,185,0
2523-3521,2020,core,154,0
2523-3521,2020,all,158,0
2523-3521,2021,core,181,0
2523-3521,2021,all,185,0
2523-3521,2022,core,178,0
2523-3521,2022,all,182,0
2523-3521,2023,core,202,2
2523-3521,2023,all,206,3
2523-3653,2019,core,24,4
2523-3653,2019,all,27,4
2523-3653,2020,core,26,3
2523-3653,2020,all,28,3
2523-3653,2021,core,27,8
2523-3653,2021,all,28,8
2523-3653,2022,core,45,17
2523-3653,2022,all,48,19
2523-3653,2023,core,65,25
2523-3653,2023,all,67,26
2523-367X,2019,core,2,1
2523-367X,2019,all,2,1
2523-367X,2021,core,11,3
2523-367X,2021,all,11,3
2523-367X,2022,core,18,3
2523-367X,2022,all,19,3
2523-367X,2023,core,9,5
2523-367X,2023,all,9,5
2523-3920,2019,core,60,1
2523-3920,2019,all,61,1
2523-3920,2020,core,74,7
2523-3920,2020,all,80,7
2523-3920,2021,core,140,5
2523-3920,2021,all,145,6
2523-3920,2022,core,303,16
2523-3920,2022,all,305,16
2523-3920,2023,core,548,40
2523-3920,2023,all,559,41
2523-3947,2019,core,22,0
2523-3947,2019,all,22,0
2523-3947,2020,core,31,1
2523-3947,2020,all,31,1
2523-3947,2021,core,32,6
2523-3947,2021,all,35,8
2523-3947,2022,core,59,3
2523-3947,2022,all,60,3
2523-3947,2023,core,95,5
2523-3947,2023,all,95,5
2523-8906,2019,core,25,4
2523-8906,2019,all,26,4
2523-8906,2020,core,33,7
2523-8906,2020,all,34,7
2523-8906,2021,core,24,7
2523-8906,2021,all,24,7
2523-8906,2022,core,25,5
2523-8906,2022,all,25,5
2523-8906,2023,core,18,5
2523-8906,2023,all,20,5
2523-899X,2019,core,142,3
2523-899X,2019,all,143,3
2523-899X,2020,core,146,24
2523-899X,2020,all,157,31
2523-899X,2021,core,152,25
2523-899X,2021,all,155,27
2523-899X,2022,core,150,15
2523-899X,2022,all,151,16
2523-899X,2023,core,135,8
2523-899X,2023,all,142,8
2524-3462,2019,core,110,10
2524-3462,2019,all,115,10
2524-3462,2020,core,165,8
2524-3462,2020,all,169,8
2524-3462,2021,core,200,12
2524-3462,2021,all,205,12
2524-3462,2022,core,190,12
2524-3462,2022,all,194,12
2524-3462,2023,core,200,22
2524-3462,2023,all,206,22
2524-485X,2019,core,18,9
2524-485X,2019,all,39,10
2524-485X,2020,core,37,20
2524-485X,2020,all,81,37
2524-485X,2021,core,31,10
2524-485X,2021,all,58,16
2524-485X,2022,core,31,19
2524-485X,2022,all,58,27
2524-485X,2023,core,58,42
2524-485X,2023,all,97,58
2524-4906,2019,core,10,2
2524-4906,2019,all,11,2
2524-4906,2020,core,16,5
2524-4906,2020,all,16,5
2524-4906,2021,core,29,17
2524-4906,2021,all,29,17
2524-4906,2022,core,28,12
2524-4906,2022,all,29,12
2524-4906,2023,core,46,23
2524-4906,2023,all,46,23
2524-4922,2019,core,16,0
2524-4922,2019,all,18,0
2524-4922,2020,core,29,3
2524-4922,2020,all,33,3
2524-4922,2021,core,28,1
2524-4922,2021,all,32,1
2524-4922,2022,core,35,3
2524-4922,2022,all,38,3
2524-4922,2023,core,44,1
2524-4922,2023,all,48,1
2524-4957,2019,core,19,16
2524-4957,2019,all,24,21
2524-4957,2020,core,15,15
2524-4957,2020,all,24,24
2524-4957,2021,core,23,20
2524-4957,2021,all,31,28
2524-4957,2022,core,23,16
2524-4957,2022,all,32,22
2524-4957,2023,core,24,17
2524-4957,2023,all,32,22
2524-521X,2019,core,20,0
2524-521X,2019,all,22,0
2524-521X,2020,core,24,4
2524-521X,2020,all,25,4
2524-521X,2021,core,27,5
2524-521X,2021,all,32,6
2524-521X,2022,core,31,2
2524-521X,2022,all,32,2
2524-521X,2023,core,27,3
2524-521X,2023,all,29,3
2524-5236,2019,core,23,1
2524-5236,2019,all,26,1
2524-5236,2020,core,20,2
2524-5236,2020,all,24,4
2524-5236,2021,core,34,6
2524-5236,2021,all,37,6
2524-5236,2022,core,27,8
2524-5236,2022,all,33,9
2524-5236,2023,core,37,18
2524-5236,2023,all,52,30
2524-5252,2019,core,7,0
2524-5252,2019,all,9,0
2524-5252,2020,core,14,2
2524-5252,2020,all,15,2
2524-5252,2021,core,15,1
2524-5252,2021,all,16,1
2524-5252,2022,core,44,3
2524-5252,2022,all,46,3
2524-5252,2023,core,12,2
2524-5252,2023,all,12,2
2524-5279,2019,core,30,2
2524-5279,2019,all,33,2
2524-5279,2020,core,29,11
2524-5279,2020,all,32,12
2524-5279,2021,core,27,8
2524-5279,2021,all,31,8
2524-5279,2022,core,27,5
2524-5279,2022,all,32,5
2524-5279,2023,core,30,9
2524-5279,2023,all,37,10
2524-5295,2019,core,22,4
2524-5295,2019,all,30,4
2524-5295,2020,core,29,6
2524-5295,2020,all,35,8
2524-5295,2021,core,26,5
2524-5295,2021,all,38,8
2524-5295,2022,core,37,6
2524-5295,2022,all,43,7
2524-5295,2023,core,23,6
2524-5295,2023,all,24,6
2524-5317,2019,core,19,2
2524-5317,2019,all,19,2
2524-5317,2020,core,14,1
2524-5317,2020,all,14,1
2524-5317,2021,core,24,4
2524-5317,2021,all,24,4
2524-5317,2022,core,26,6
2524-5317,2022,all,26,6
2524-5317,2023,core,23,8
2524-5317,2023,all,23,8
2524-5627,2019,core,24,2
2524-5627,2019,all,24,2
2524-5627,2020,core,22,0
2524-5627,2020,all,22,0
2524-5627,2021,core,20,3
2524-5627,2021,all,20,3
2524-5627,2022,core,22,3
2524-5627,2022,all,23,3
2524-5627,2023,core,17,2
2524-5627,2023,all,17,2
2524-7891,2019,core,25,1
2524-7891,2019,all,26,2
2524-7891,2020,core,29,3
2524-7891,2020,all,30,3
2524-7891,2021,core,29,1
2524-7891,2021,all,52,1
2524-7891,2022,core,29,3
2524-7891,2022,all,30,3
2524-7891,2023,core,49,7
2524-7891,2023,all,56,9
2524-7921,2019,core,17,0
2524-7921,2019,all,19,0
2524-7921,2020,core,29,3
2524-7921,2020,all,32,3
2524-7921,2021,core,32,2
2524-7921,2021,all,33,2
2524-7921,2022,core,105,3
2524-7921,2022,all,108,3
2524-7921,2023,core,136,12
2524-7921,2023,all,143,12
2524-8510,2019,core,3,0
2524-8510,2019,all,23,1
2524-8510,2020,all,14,2
2524-8510,2021,core,3,2
2524-8510,2021,all,3,2
2529-8496,2022,core,8,0
2529-8496,2022,all,8,0
2529-993X,2021,core,1,0
2529-993X,2021,all,1,0
2530-0164,2019,core,94,1
2530-0164,2019,all,101,1
2530-0164,2020,core,99,1
2530-0164,2020,all,102,1
2530-0164,2021,core,109,4
2530-0164,2021,all,117,4
2530-0164,2022,core,127,5
2530-0164,2022,all,136,5
2530-0164,2023,core,143,3
2530-0164,2023,all,149,3
2530-0180,2021,core,3,0
2530-0180,2021,all,4,0
2530-0180,2022,core,1,0
2530-0180,2022,all,1,0
2538-225X,2019,core,50,0
2538-225X,2019,all,50,0
2538-225X,2020,core,95,8
2538-225X,2020,all,95,8
2538-225X,2021,core,65,7
2538-225X,2021,all,65,7
2538-225X,2022,core,61,3
2538-225X,2022,all,62,3
2538-225X,2023,core,69,6
2538-225X,2023,all,70,6
2538-3604,2019,core,33,1
2538-3604,2019,all,35,1
2538-3604,2020,core,38,0
2538-3604,2020,all,39,0
2538-3604,2021,core,40,2
2538-3604,2021,all,41,2
2538-3604,2022,core,36,0
2538-3604,2022,all,37,0
2538-3604,2023,core,67,1
2538-3604,2023,all,67,1
2542-3835,2019,core,14,0
2542-3835,2019,all,14,0
2542-3835,2020,core,12,0
2542-3835,2020,all,13,0
2542-3835,2021,core,15,0
2542-3835,2021,all,16,0
2542-3835,2022,core,13,0
2542-3835,2022,all,13,0
2542-3835,2023,core,13,1
2542-3835,2023,all,14,1
2542-3851,2019,core,12,0
2542-3851,2019,all,14,0
2542-3851,2020,core,10,0
2542-3851,2020,all,11,0
2542-3851,2021,core,6,1
2542-3851,2021,all,14,1
2542-3851,2022,core,11,1
2542-3851,2022,all,12,1
2542-3851,2023,core,13,2
2542-3851,2023,all,14,2
2542-4238,2021,core,14,1
2542-4238,2021,all,17,1
2542-4238,2022,core,16,0
2542-4238,2022,all,17,0
2542-4238,2023,core,11,1
2542-4238,2023,all,13,1
2542-4327,2019,core,20,0
2542-4327,2019,all,22,0
2542-4327,2020,core,19,0
2542-4327,2020,all,21,0
2542-4327,2021,core,21,1
2542-4327,2021,all,23,1
2542-4327,2022,core,18,0
2542-4327,2022,all,20,0
2542-4327,2023,core,18,0
2542-4327,2023,all,20,0
2542-4351,2019,core,182,22
2542-4351,2019,all,275,25
2542-4351,2020,core,145,16
2542-4351,2020,all,240,18
2542-4351,2021,core,239,31
2542-4351,2021,all,241,31
2542-4351,2022,core,137,28
2542-4351,2022,all,200,33
2542-4351,2023,core,146,26
2542-4351,2023,all,217,32
2542-4513,2019,core,33,0
2542-4513,2019,all,40,0
2542-4513,2020,core,27,2
2542-4513,2020,all,70,2
2542-4513,2021,core,20,0
2542-4513,2021,all,46,1
2542-4513,2022,core,20,0
2542-4513,2022,all,48,0
2542-4513,2023,core,12,1
2542-4513,2023,all,31,1
2542-5277,2019,core,15,1
2542-5277,2019,all,15,1
2542-5277,2020,core,13,0
2542-5277,2020,all,15,0
2542-5277,2021,core,14,1
2542-5277,2021,all,14,1
2542-5277,2022,core,11,1
2542-5277,2022,all,12,1
2542-5277,2023,core,12,3
2542-5277,2023,all,14,3
2542-5293,2019,core,51,5
2542-5293,2019,all,52,5
2542-5293,2020,core,92,7
2542-5293,2020,all,92,7
2542-5293,2021,core,232,16
2542-5293,2021,all,233,16
2542-5293,2022,core,284,16
2542-5293,2022,all,284,16
2542-5293,2023,core,330,22
2542-5293,2023,all,333,22
2542-6605,2019,core,51,2
2542-6605,2019,all,54,2
2542-6605,2020,core,134,10
2542-6605,2020,all,138,10
2542-6605,2021,core,114,13
2542-6605,2021,all,120,13
2542-6605,2022,core,120,21
2542-6605,2022,all,122,21
2542-6605,2023,core,350,94
2542-6605,2023,all,351,94
2543-3156,2019,core,16,0
2543-3156,2019,all,18,0
2543-3156,2020,core,15,1
2543-3156,2020,all,17,1
2543-3156,2021,core,10,1
2543-3156,2021,all,12,1
2543-3156,2022,core,12,0
2543-3156,2022,all,13,0
2543-3156,2023,core,11,1
2543-3156,2023,all,13,1
2543-3431,2021,core,60,1
2543-3431,2021,all,77,1
2543-3431,2022,core,51,0
2543-3431,2022,all,71,0
2543-3431,2023,core,108,1
2543-3431,2023,all,114,1
2559-8201,2019,core,23,6
2559-8201,2019,all,24,6
2559-8201,2020,core,19,4
2559-8201,2020,all,22,5
2559-8201,2021,core,20,7
2559-8201,2021,all,22,7
2559-8201,2022,core,14,9
2559-8201,2022,all,28,15
2559-8201,2023,core,22,6
2559-8201,2023,all,22,6
2566-6223,2019,core,94,8
2566-6223,2019,all,99,8
2566-6223,2020,core,126,23
2566-6223,2020,all,136,23
2566-6223,2021,core,152,41
2566-6223,2021,all,163,41
2566-6223,2022,core,189,58
2566-6223,2022,all,195,58
2566-6223,2023,core,254,100
2566-6223,2023,all,259,101
2567-1111,2019,core,16,0
2567-1111,2019,all,18,0
2567-1111,2020,core,14,0
2567-1111,2020,all,14,0
2567-1111,2021,core,16,3
2567-1111,2021,all,16,3
2567-1111,2022,core,14,4
2567-1111,2022,all,15,4
2567-1111,2023,core,11,1
2567-1111,2023,all,12,1
2570-4206,2019,core,8,1
2570-4206,2019,all,15,1
2570-4206,2020,core,39,14
2570-4206,2020,all,43,14
2570-4206,2021,core,37,16
2570-4206,2021,all,40,16
2570-4206,2022,core,22,10
2570-4206,2022,all,26,10
2570-4206,2023,core,25,20
2570-4206,2023,all,27,20
2572-3170,2019,core,32,2
2572-3170,2019,all,33,2
2572-3170,2020,core,50,2
2572-3170,2020,all,50,2
2572-3170,2021,core,38,4
2572-3170,2021,all,39,4
2572-3170,2022,core,34,7
2572-3170,2022,all,36,7
2572-3170,2023,core,85,14
2572-3170,2023,all,87,14
2572-4525,2019,core,124,36
2572-4525,2019,all,127,36
2572-4525,2020,core,122,35
2572-4525,2020,all,126,36
2572-4525,2021,core,146,38
2572-4525,2021,all,149,39
2572-4525,2022,core,96,36
2572-4525,2022,all,102,37
2572-4525,2023,core,98,59
2572-4525,2023,all,102,60
2572-6641,2019,core,20,0
2572-6641,2019,all,21,0
2572-6641,2020,core,27,0
2572-6641,2020,all,28,1
2572-6641,2021,core,46,1
2572-6641,2021,all,47,1
2572-6641,2022,core,30,0
2572-6641,2022,all,30,0
2572-6641,2023,core,18,3
2572-6641,2023,all,18,3
2572-6668,2019,core,21,4
2572-6668,2019,all,21,4
2572-6668,2020,core,20,1
2572-6668,2020,all,20,1
2572-6668,2021,core,21,0
2572-6668,2021,all,21,0
2572-6668,2022,core,20,1
2572-6668,2022,all,20,1
2572-6668,2023,core,19,5
2572-6668,2023,all,19,5
2572-6838,2019,core,45,2
2572-6838,2019,all,56,2
2572-6838,2020,core,17,0
2572-6838,2020,all,22,0
2572-6838,2021,core,16,1
2572-6838,2021,all,20,1
2572-6838,2022,core,14,1
2572-6838,2022,all,17,1
2572-6838,2023,core,19,0
2572-6838,2023,all,19,0
2573-0142,2019,core,187,0
2573-0142,2019,all,249,0
2573-0142,2020,core,205,0
2573-0142,2020,all,208,0
2573-0142,2021,core,499,4
2573-0142,2021,all,569,4
2573-0142,2022,core,533,10
2573-0142,2022,all,584,10
2573-0142,2023,core,437,125
2573-0142,2023,all,443,125
2573-1815,2019,core,47,0
2573-1815,2019,all,49,0
2573-1815,2020,core,57,2
2573-1815,2020,all,58,2
2573-1815,2021,core,36,2
2573-1815,2021,all,36,2
2573-1815,2022,core,60,1
2573-1815,2022,all,60,1
2573-1815,2023,core,108,5
2573-1815,2023,all,108,5
2573-2323,2019,core,20,0
2573-2323,2019,all,47,0
2573-2323,2020,core,43,8
2573-2323,2020,all,47,8
2573-2323,2021,core,36,2
2573-2323,2021,all,46,3
2573-2323,2022,core,33,5
2573-2323,2022,all,50,9
2573-2323,2023,core,27,9
2573-2323,2023,all,40,15
2573-234X,2019,core,11,1
2573-234X,2019,all,11,1
2573-234X,2020,core,11,0
2573-234X,2020,all,11,0
2573-234X,2021,core,13,2
2573-234X,2021,all,13,2
2573-234X,2022,core,10,3
2573-234X,2022,all,11,3
2573-234X,2023,core,26,2
2573-234X,2023,all,26,2
2573-3397,2021,core,5,0
2573-3397,2021,all,8,0
2573-8615,2019,core,1,0
2573-8615,2019,all,4,0
2573-8615,2020,core,5,0
2573-8615,2020,all,10,0
2573-8615,2021,core,2,0
2573-8615,2021,all,6,0
2573-8615,2022,core,9,2
2573-8615,2022,all,12,2
2573-8615,2023,core,5,2
2573-8615,2023,all,8,2
2573-9522,2019,core,4,0
2573-9522,2019,all,6,0
2573-9522,2020,core,24,1
2573-9522,2020,all,24,1
2573-9522,2021,core,36,0
2573-9522,2021,all,36,0
2573-9522,2022,core,47,1
2573-9522,2022,all,48,1
2573-9522,2023,core,53,17
2573-9522,2023,all,54,17
2573-9603,2019,core,75,2
2573-9603,2019,all,78,2
2573-9603,2020,core,138,8
2573-9603,2020,all,139,8
2573-9603,2021,core,60,7
2573-9603,2021,all,63,7
2573-9603,2022,core,78,3
2573-9603,2022,all,82,3
2573-9603,2023,core,75,2
2573-9603,2023,all,76,2
2573-9638,2019,core,12,1
2573-9638,2019,all,15,1
2573-9638,2020,core,11,1
2573-9638,2020,all,13,1
2573-9638,2021,core,12,1
2573-9638,2021,all,14,1
2573-9638,2022,core,25,5
2573-9638,2022,all,30,5
2573-9638,2023,core,33,13
2573-9638,2023,all,38,13
2574-0881,2019,core,138,0
2574-0881,2019,all,141,0
2574-0881,2020,core,168,1
2574-0881,2020,all,172,1
2574-0881,2021,core,124,0
2574-0881,2021,all,124,0
2574-0881,2022,core,130,0
2574-0881,2022,all,131,0
2574-0881,2023,core,154,4
2574-0881,2023,all,156,4
2574-0962,2019,core,1011,25
2574-0962,2019,all,1017,25
2574-0962,2020,core,1347,81
2574-0962,2020,all,1360,81
2574-0962,2021,core,1536,54
2574-0962,2021,all,1552,55
2574-0962,2022,core,1568,97
2574-0962,2022,all,1580,98
2574-0962,2023,core,1268,126
2574-0962,2023,all,1277,128
2574-0970,2019,core,863,14
2574-0970,2019,all,871,14
2574-0970,2020,core,1249,65
2574-0970,2020,all,1263,67
2574-0970,2021,core,1408,47
2574-0970,2021,all,1417,47
2574-0970,2022,core,1896,100
2574-0970,2022,all,1905,100
2574-0970,2023,core,2293,186
2574-0970,2023,all,2303,188
2574-1136,2019,core,25,0
2574-1136,2019,all,28,0
2574-1136,2020,core,20,0
2574-1136,2020,all,22,0
2574-1136,2021,core,25,4
2574-1136,2021,all,28,4
2574-1136,2022,core,28,8
2574-1136,2022,all,31,8
2574-1136,2023,core,33,10
2574-1136,2023,all,34,10
2574-2981,2019,core,17,2
2574-2981,2019,all,20,2
2574-2981,2020,core,18,3
2574-2981,2020,all,21,3
2574-2981,2021,core,19,4
2574-2981,2021,all,22,4
2574-2981,2022,core,19,5
2574-2981,2022,all,22,5
2574-2981,2023,core,42,20
2574-2981,2023,all,44,20
2574-8300,2019,core,59,15
2574-8300,2019,all,81,17
2574-8300,2020,core,87,25
2574-8300,2020,all,104,27
2574-8300,2021,core,85,13
2574-8300,2021,all,100,16
2574-8300,2022,core,66,18
2574-8300,2022,all,86,20
2574-8300,2023,core,73,19
2574-8300,2023,all,83,20
2574-9870,2019,core,82,1
2574-9870,2019,all,104,1
2574-9870,2020,core,123,1
2574-9870,2020,all,157,3
2574-9870,2021,core,163,5
2574-9870,2021,all,188,5
2574-9870,2022,core,125,20
2574-9870,2022,all,153,22
2574-9870,2023,core,144,33
2574-9870,2023,all,179,33
2575-3126,2019,core,76,2
2575-3126,2019,all,78,2
2575-3126,2020,core,224,13
2575-3126,2020,all,234,13
2575-3126,2021,core,169,13
2575-3126,2021,all,187,13
2575-3126,2022,core,96,10
2575-3126,2022,all,98,10
2575-3126,2023,core,85,9
2575-3126,2023,all,88,9
2575-9108,2019,core,43,3
2575-9108,2019,all,48,3
2575-9108,2020,core,126,21
2575-9108,2020,all,133,21
2575-9108,2021,core,164,26
2575-9108,2021,all,175,26
2575-9108,2022,core,108,16
2575-9108,2022,all,118,16
2575-9108,2023,core,164,36
2575-9108,2023,all,168,36
2576-117X,2019,core,28,0
2576-117X,2019,all,29,0
2576-117X,2020,core,33,1
2576-117X,2020,all,34,1
2576-117X,2021,core,31,1
2576-117X,2021,all,31,1
2576-117X,2022,core,35,0
2576-117X,2022,all,38,0
2576-117X,2023,core,27,0
2576-117X,2023,all,29,0
2576-3164,2020,core,20,1
2576-3164,2020,all,21,1
2576-3164,2021,core,27,2
2576-3164,2021,all,28,2
2576-3164,2022,core,32,2
2576-3164,2022,all,32,2
2576-3164,2023,core,55,3
2576-3164,2023,all,55,3
2576-6422,2019,core,600,9
2576-6422,2019,all,604,9
2576-6422,2020,core,879,41
2576-6422,2020,all,893,42
2576-6422,2021,core,753,28
2576-6422,2021,all,766,28
2576-6422,2022,core,500,26
2576-6422,2022,all,510,26
2576-6422,2023,core,542,73
2576-6422,2023,all,552,74
2577-6193,2019,core,21,0
2577-6193,2019,all,22,0
2577-6193,2020,core,21,0
2577-6193,2020,all,21,0
2577-6193,2021,core,44,0
2577-6193,2021,all,44,0
2577-6193,2022,core,47,0
2577-6193,2022,all,47,0
2577-6193,2023,core,51,10
2577-6193,2023,all,51,10
2577-6207,2020,core,26,0
2577-6207,2020,all,27,0
2577-6207,2021,core,1,0
2577-6207,2021,all,1,0
2577-6207,2022,core,24,1
2577-6207,2022,all,24,1
2577-6207,2023,core,32,1
2577-6207,2023,all,33,1
2577-6975,2019,core,29,0
2577-6975,2019,all,29,0
2577-6975,2020,core,24,1
2577-6975,2020,all,24,1
2577-6975,2021,core,26,1
2577-6975,2021,all,28,2
2577-6975,2022,core,34,2
2577-6975,2022,all,34,2
2577-6975,2023,core,69,9
2577-6975,2023,all,70,9
2577-8161,2019,core,49,9
2577-8161,2019,all,51,9
2577-8161,2020,core,44,7
2577-8161,2020,all,46,7
2577-8161,2021,core,49,10
2577-8161,2021,all,51,10
2577-8161,2022,core,40,9
2577-8161,2022,all,50,9
2577-8161,2023,core,37,16
2577-8161,2023,all,39,16
2578-0727,2019,core,5,0
2578-0727,2019,all,6,0
2578-0727,2020,core,30,0
2578-0727,2020,all,32,0
2578-0727,2021,core,13,1
2578-0727,2021,all,13,1
2578-0727,2022,core,19,3
2578-0727,2022,all,21,3
2578-0727,2023,core,60,4
2578-0727,2023,all,60,4
2578-2355,2019,core,25,2
